DateTime,Historian.TZINOROT.LD.SPI1.ROU1.Status.Act_Speed1.Interpolated
2022-12-01T09:18:06.000+02:00,53.74740181
2022-12-01T09:18:16.000+02:00,53.7710755
2022-12-01T09:18:26.000+02:00,53.79474918
2022-12-01T09:18:36.000+02:00,54.40965559
2022-12-01T09:18:46.000+02:00,55.23539267
2022-12-01T09:18:56.000+02:00,55.44481675
2022-12-01T09:19:06.000+02:00,56.12884137
2022-12-01T09:19:16.000+02:00,56.92170576
2022-12-01T09:19:26.000+02:00,57.39257462
2022-12-01T09:19:36.000+02:00,57.74101707
2022-12-01T09:19:46.000+02:00,57.86039155
2022-12-01T09:19:56.000+02:00,57.97976603
2022-12-01T09:20:06.000+02:00,59.79917115
2022-12-01T09:20:16.000+02:00,59.79262931
2022-12-01T09:20:26.000+02:00,59.78608747
2022-12-01T09:20:36.000+02:00,59.77954563
2022-12-01T09:20:46.000+02:00,59.77300379
2022-12-01T09:20:56.000+02:00,59.76646195
2022-12-01T09:21:06.000+02:00,59.75992011
2022-12-01T09:21:16.000+02:00,59.75337827
2022-12-01T09:21:26.000+02:00,59.74683643
2022-12-01T09:21:36.000+02:00,59.74029459
2022-12-01T09:21:46.000+02:00,59.73375275
2022-12-01T09:21:56.000+02:00,59.72721091
2022-12-01T09:22:06.000+02:00,59.72066907
2022-12-01T09:22:16.000+02:00,59.71412723
2022-12-01T09:22:26.000+02:00,59.70758539
2022-12-01T09:22:36.000+02:00,59.70104355
2022-12-01T09:22:46.000+02:00,59.69450171
2022-12-01T09:22:56.000+02:00,59.68795987
2022-12-01T09:23:06.000+02:00,59.68141804
2022-12-01T09:23:16.000+02:00,59.6748762
2022-12-01T09:23:26.000+02:00,59.66833436
2022-12-01T09:23:36.000+02:00,59.66179252
2022-12-01T09:23:46.000+02:00,59.65525068
2022-12-01T09:23:56.000+02:00,59.64870884
2022-12-01T09:24:06.000+02:00,59.642167
2022-12-01T09:24:16.000+02:00,59.63562516
2022-12-01T09:24:26.000+02:00,59.62908332
2022-12-01T09:24:36.000+02:00,59.62254148
2022-12-01T09:24:46.000+02:00,59.61599964
2022-12-01T09:24:56.000+02:00,59.6094578
2022-12-01T09:25:06.000+02:00,59.60291596
2022-12-01T09:25:16.000+02:00,59.59637412
2022-12-01T09:25:26.000+02:00,59.58983228
2022-12-01T09:25:36.000+02:00,59.58329044
2022-12-01T09:25:46.000+02:00,59.5767486
2022-12-01T09:25:56.000+02:00,59.57020676
2022-12-01T09:26:06.000+02:00,59.56366492
2022-12-01T09:26:16.000+02:00,59.55712308
2022-12-01T09:26:26.000+02:00,59.55058124
2022-12-01T09:26:36.000+02:00,59.5440394
2022-12-01T09:26:46.000+02:00,59.53749756
2022-12-01T09:26:56.000+02:00,59.53095572
2022-12-01T09:27:06.000+02:00,59.52441388
2022-12-01T09:27:16.000+02:00,59.51787204
2022-12-01T09:27:26.000+02:00,59.5113302
2022-12-01T09:27:36.000+02:00,59.50478836
2022-12-01T09:27:46.000+02:00,59.49824653
2022-12-01T09:27:56.000+02:00,59.49170469
2022-12-01T09:28:06.000+02:00,59.48516285
2022-12-01T09:28:16.000+02:00,59.47862101
2022-12-01T09:28:26.000+02:00,59.47207917
2022-12-01T09:28:36.000+02:00,59.46553733
2022-12-01T09:28:46.000+02:00,59.45899549
2022-12-01T09:28:56.000+02:00,59.45245365
2022-12-01T09:29:06.000+02:00,59.44591181
2022-12-01T09:29:16.000+02:00,59.43936997
2022-12-01T09:29:26.000+02:00,59.43282813
2022-12-01T09:29:36.000+02:00,59.42628629
2022-12-01T09:29:46.000+02:00,59.41974445
2022-12-01T09:29:56.000+02:00,59.41320261
2022-12-01T09:30:06.000+02:00,59.40666077
2022-12-01T09:30:16.000+02:00,59.40011893
2022-12-01T09:30:26.000+02:00,59.39357709
2022-12-01T09:30:36.000+02:00,59.38703525
2022-12-01T09:30:46.000+02:00,59.38049341
2022-12-01T09:30:56.000+02:00,59.37395157
2022-12-01T09:31:06.000+02:00,59.36740973
2022-12-01T09:31:16.000+02:00,59.36086789
2022-12-01T09:31:26.000+02:00,59.35432605
2022-12-01T09:31:36.000+02:00,59.34778421
2022-12-01T09:31:46.000+02:00,59.34124237
2022-12-01T09:31:56.000+02:00,59.33470053
2022-12-01T09:32:06.000+02:00,59.32815869
2022-12-01T09:32:16.000+02:00,59.32161685
2022-12-01T09:32:26.000+02:00,59.31507502
2022-12-01T09:32:36.000+02:00,59.30853318
2022-12-01T09:32:46.000+02:00,59.30199134
2022-12-01T09:32:56.000+02:00,55.04661357
2022-12-01T09:33:06.000+02:00,48.77880597
2022-12-01T09:33:16.000+02:00,42.50854862
2022-12-01T09:33:26.000+02:00,36.34328365
2022-12-01T09:33:36.000+02:00,30.08172798
2022-12-01T09:33:46.000+02:00,23.91411531
2022-12-01T09:33:56.000+02:00,17.68905473
2022-12-01T09:34:06.000+02:00,11.48031807
2022-12-01T09:34:16.000+02:00,5.263220787
2022-12-01T09:34:26.000+02:00,0.004521738
2022-12-01T09:34:36.000+02:00,0.023076267
2022-12-01T09:34:46.000+02:00,0.041630795
2022-12-01T09:34:56.000+02:00,0.060185323
2022-12-01T09:35:06.000+02:00,0.078739851
2022-12-01T09:35:16.000+02:00,0.097294379
2022-12-01T09:35:26.000+02:00,0.115848907
2022-12-01T09:35:36.000+02:00,0.134403435
2022-12-01T09:35:46.000+02:00,0.152957963
2022-12-01T09:35:56.000+02:00,0.171512491
2022-12-01T09:36:06.000+02:00,0.190067019
2022-12-01T09:36:16.000+02:00,0.208621547
2022-12-01T09:36:26.000+02:00,0.227176075
